threshold,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,precision_class_0,recall_class_0,f1_class_0
0.5800000000000002,0.8323699421965318,0.7556935817805384,0.9714285714285714,0.84472049689441,0.9036544850498339,0.6296050203026947,0.24242424242424243,0.6666666666666666,0.35555555555555557
0.5900000000000002,0.8323699421965318,0.7556935817805384,0.9714285714285714,0.84472049689441,0.9036544850498339,0.6296050203026947,0.24242424242424243,0.6666666666666666,0.35555555555555557
0.6000000000000002,0.8323699421965318,0.7556935817805384,0.9714285714285714,0.84472049689441,0.9036544850498339,0.6296050203026947,0.24242424242424243,0.6666666666666666,0.35555555555555557
0.6100000000000001,0.8323699421965318,0.7556935817805384,0.9714285714285714,0.84472049689441,0.9036544850498339,0.6296050203026947,0.24242424242424243,0.6666666666666666,0.35555555555555557
0.6200000000000001,0.8265895953757225,0.7525879917184265,0.9712230215827338,0.8385093167701864,0.9,0.6239130434782609,0.23529411764705882,0.6666666666666666,0.34782608695652173
0.6300000000000001,0.8265895953757225,0.7525879917184265,0.9712230215827338,0.8385093167701864,0.9,0.6239130434782609,0.23529411764705882,0.6666666666666666,0.34782608695652173
0.6400000000000001,0.8265895953757225,0.7525879917184265,0.9712230215827338,0.8385093167701864,0.9,0.6239130434782609,0.23529411764705882,0.6666666666666666,0.34782608695652173
0.6500000000000001,0.8265895953757225,0.7525879917184265,0.9712230215827338,0.8385093167701864,0.9,0.6239130434782609,0.23529411764705882,0.6666666666666666,0.34782608695652173
0.6600000000000001,0.815028901734104,0.7463768115942029,0.9708029197080292,0.8260869565217391,0.8926174496644296,0.6129753914988815,0.2222222222222222,0.6666666666666666,0.3333333333333333
0.6700000000000002,0.8092485549132948,0.7432712215320911,0.9705882352941176,0.8198757763975155,0.8888888888888888,0.6077097505668934,0.21621621621621623,0.6666666666666666,0.32653061224489793
0.6800000000000002,0.8092485549132948,0.7432712215320911,0.9705882352941176,0.8198757763975155,0.8888888888888888,0.6077097505668934,0.21621621621621623,0.6666666666666666,0.32653061224489793
0.6900000000000002,0.8034682080924855,0.7787267080745341,0.9774436090225563,0.8074534161490683,0.8843537414965986,0.6152537938252224,0.225,0.75,0.34615384615384615
0.7000000000000002,0.7976878612716763,0.7756211180124224,0.9772727272727273,0.8012422360248447,0.8805460750853242,0.6100843582973791,0.21951219512195122,0.75,0.33962264150943394
0.7100000000000002,0.791907514450867,0.7725155279503105,0.9770992366412213,0.7950310559006211,0.8767123287671232,0.6050228310502282,0.21428571428571427,0.75,0.3333333333333333
0.7200000000000002,0.791907514450867,0.7725155279503105,0.9770992366412213,0.7950310559006211,0.8767123287671232,0.6050228310502282,0.21428571428571427,0.75,0.3333333333333333
0.7300000000000002,0.791907514450867,0.7725155279503105,0.9770992366412213,0.7950310559006211,0.8767123287671232,0.6050228310502282,0.21428571428571427,0.75,0.3333333333333333
0.7400000000000002,0.7861271676300579,0.7694099378881988,0.9769230769230769,0.7888198757763976,0.872852233676976,0.6000624804748516,0.20930232558139536,0.75,0.32727272727272727
